RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported
7767,DISORDERLY CONDUCT,201306809,600,DICE ST,CPD ,2013-11-16T00:00:00.000Z,1355
7768,TOWED VEHICLE,201306811,900,W MAIN ST,CPD ,2013-11-16T00:00:00.000Z,1755
7769,ASSIST CITIZEN-MENTAL/TDO/ECO,201306812,1000,GRADY AVE,CPD ,2013-11-15T00:00:00.000Z,1703
7770,LARCENY-THEFT FROM MOTOR VEHICLE,201306813,400,6TH ST SE,CPD ,2013-11-16T00:00:00.000Z,2252
7771,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306814,700,E WATER ST,CPD ,2013-11-17T00:00:00.000Z,0030
7772,DRUG/NARCOTIC VIOLATION,201306815,300,10TH ST NW,CPD ,2013-11-17T00:00:00.000Z,0245
7773,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306816,200,W MAIN ST,CPD ,2013-11-17T00:00:00.000Z,0500
7774,ASSIST CITIZEN-MENTAL/TDO/ECO,201306817,1200,CEDARS CT,CPD ,2013-11-17T00:00:00.000Z,0528
7775,LARCENY-ALL OTHER LARCENY,201306818,100,ELLIEWOOD AVE,CPD ,2013-11-17T00:00:00.000Z,0815
7776,BURGLARY/BREAKING AND ENTERING,201306819,300,W MAIN ST,CPD ,2013-11-17T00:00:00.000Z,0843
7777,BURGLARY/BREAKING AND ENTERING,201306820,900,GRADY AVE,CPD ,2013-11-17T00:00:00.000Z,1025
7778,TRAFFIC-HIT AND RUN,201306821,500,W MAIN ST,CPD ,2013-11-17T00:00:00.000Z,1145
7779,BURGLARY/BREAKING AND ENTERING,201306822,1700,HYDRAULIC RD,CPD ,2013-11-17T00:00:00.000Z,1137
7780,LARCENY-ALL OTHER LARCENY,201306823,1500,UNIVERSITY AVE,CPD ,2013-11-17T00:00:00.000Z,1435
7781,LARCENY-ALL OTHER LARCENY,201306824,100,W MAIN ST,CPD ,2013-11-17T00:00:00.000Z,1545
7782,DRUG/NARCOTIC VIOLATION,201306825,200,WATER ST,CPD ,2013-11-17T00:00:00.000Z,1724
7783,TOWED VEHICLE,201306826,2200,JEFFERSON PARK AVE,CPD ,2013-11-17T00:00:00.000Z,1636
7784,DRUG/NARCOTIC VIOLATION,201306827,400,GARRETT ST,CPD ,2013-11-17T00:00:00.000Z,1512
7785,TRESPASS ON REAL PROPERTY,201306828,200,E MAIN ST,CPD ,2013-11-17T00:00:00.000Z,1615
7786,PROPERTY-LOST,201306829,400,GARRETT ST,CPD ,2013-11-17T00:00:00.000Z,1836
7787,TRAFFIC-HIT AND RUN,201306830,11100,5TH ST SW,CPD ,2013-11-17T00:00:00.000Z,1845
7788,ASSAULT-SIMPLE,201306831,1300,W MAIN ST,CPD ,2013-11-17T00:00:00.000Z,1708
7789,PHONE CALLS-THREATENING OR OBSCENE,201306832,1800,FIELD RD,CPD ,2013-11-17T00:00:00.000Z,2032
7790,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201306833,1500,CHESAPEAKE ST,CPD ,2013-11-17T00:00:00.000Z,2008
7791,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306834,2000,JEFFERSON PARK AVE,CPD ,2013-11-17T00:00:00.000Z,2229
7792,LARCENY-ALL OTHER LARCENY,201306835,1500,ROSA TERRACE,CPD ,2013-11-18T00:00:00.000Z,0136
7793,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306836,2000,JEFFERSON PARK AVE,CPD ,2013-11-18T00:00:00.000Z,0041
7794,COMMUNITY RELATIONS INITIATIVE (CRI),201306837,500,9TH ST SW,CPD ,2013-11-17T00:00:00.000Z,1400
7795,TOWED VEHICLE,201306838,900,BROOKWOOD LN,CPD ,2013-11-18T00:00:00.000Z,0745
7796,TRAFFIC-HIT AND RUN,201306839,400,BRANDON AVE,CPD ,2013-11-18T00:00:00.000Z,0816
7797,PROPERTY-LOST,201306840,1500,DAIRY RD,CPD ,2013-11-18T00:00:00.000Z,0953
7798,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306841,1000,WERTLAND ST,CPD ,2013-11-18T00:00:00.000Z,1005
7799,LARCENY-THEFT FROM MOTOR VEHICLE,201306842,100,E JEFFERSON ST,CPD ,2013-11-18T00:00:00.000Z,0934
7800,LARCENY-THEFT FROM MOTOR VEHICLE,201306843,1200,AUGUSTA ST,CPD ,2013-11-18T00:00:00.000Z,1544
7801,FAMILY OFFENSE-NON-VIOLENT,201306844,1500,CARLTON AVE,CPD ,2013-11-18T00:00:00.000Z,1240
7802,LARCENY-ALL OTHER LARCENY,201306846,700,HINTON AVE,CPD ,2013-11-18T00:00:00.000Z,1322
7803,PROPERTY-LOST,201306847,200,W MAIN ST,CPD ,2013-11-18T00:00:00.000Z,1129
7804,BURGLARY/BREAKING AND ENTERING,201306848,700,MONTICELLO AVE,CPD ,2013-11-18T00:00:00.000Z,1419
7805,LARCENY-ALL OTHER LARCENY,201306849,200,E JEFFERSON ST,CPD ,2013-11-18T00:00:00.000Z,1500
7806,FRAUD-CREDIT CARD/ATM,201306850,800,HARDY DR,CPD ,2013-11-18T00:00:00.000Z,1631
7807,LARCENY-SHOPLIFTING,201306851,800,HARRIS ST,CPD ,2013-11-18T00:00:00.000Z,1722
7808,DRUG/NARCOTIC VIOLATION,201306852,600,MASON LN,CPD ,2013-11-18T00:00:00.000Z,2359
7809,LARCENY-THEFT FROM MOTOR VEHICLE,201306854,100,GARRETT ST,CPD ,2013-11-18T00:00:00.000Z,2004
7810,ROBBERY,201306855,1300,E HIGH ST,CPD ,2013-11-18T00:00:00.000Z,2033
7811,LARCENY-THEFT FROM MOTOR VEHICLE,201306856,500,CHERRY AVE,CPD ,2013-11-19T00:00:00.000Z,0227
7812,ASSAULT-SIMPLE,201306857,600,BAILEY RD,CPD ,2013-11-19T00:00:00.000Z,0440
7813,LARCENY-THEFT FROM MOTOR VEHICLE,201306858,900,RIVES ST,CPD ,2013-11-19T00:00:00.000Z,0925
7814,PROPERTY-LOST,201306859,100,MINOR COURT,CPD ,2013-11-19T00:00:00.000Z,0926
7815,LARCENY-THEFT FROM MOTOR VEHICLE,201306860,1200,RUGBY RD,CPD ,2013-11-19T00:00:00.000Z,0927
7816,TOWED VEHICLE,201306861,2300,JEFFERSON PARK AVE,CPD ,2013-11-19T00:00:00.000Z,0957
7817,LARCENY-ALL OTHER LARCENY,201306863,1400,MELBOURNE RD,CPD ,2013-11-19T00:00:00.000Z,1200
7818,ASSIST CITIZEN-MENTAL/TDO/ECO,201306864,400,RUGBY RD,CPD ,2013-11-19T00:00:00.000Z,1300
7819,ANIMAL-COMPLAINT,201306865,2000,GREENBRIER DR,CPD ,2013-11-20T00:00:00.000Z,1337
7820,LARCENY-ALL OTHER LARCENY,201306866,1100,EMMET ST,CPD ,2013-11-19T00:00:00.000Z,1548
7821,LARCENY-SHOPLIFTING,201306867,100,SEMINOLE CT,CPD ,2013-11-19T00:00:00.000Z,1705
7822,ASSIST CITIZEN-MENTAL/TDO/ECO,201306868,1000,GRADY AVE,CPD ,2013-11-19T00:00:00.000Z,1444
7823,DRUG/NARCOTIC VIOLATION,201306870,600,E MARKET ST,CPD ,2013-11-21T00:00:00.000Z,1100
7824,DRUG/NARCOTIC VIOLATION,201306871,600,BOLLING AVE,CPD ,2013-11-19T00:00:00.000Z,2025
7825,TOWED VEHICLE,201306872,700,BLENHEIM AVE,CPD ,2013-11-19T00:00:00.000Z,2058
7826,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201306875,1000,E HIGH ST,CPD ,2013-11-20T00:00:00.000Z,0855
7827,ASSIST CITIZEN-WELFARE CHECK,201306876,700,HENRY AVE,CPD ,2013-11-20T00:00:00.000Z,0937
7828,PROPERTY-FOUND/RECOVERED,201306877,500,RUGBY RD,CPD ,2013-11-20T00:00:00.000Z,1131
7829,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201306878,1200,HOLMES AVE,CPD ,2013-11-20T00:00:00.000Z,1124
7830,LARCENY-THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,201306879,1000,PRESTON AVE,CPD ,2013-11-20T00:00:00.000Z,1243
7831,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201306881,1000,CHERRY AVE,CPD ,2013-11-20T00:00:00.000Z,1445
7832,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306882,1500,DAIRY RD,CPD ,2013-11-20T00:00:00.000Z,1426
7833,LARCENY-ALL OTHER LARCENY,201306883,1400,MELBOURNE RD,CPD ,2013-11-20T00:00:00.000Z,1430
7834,ANIMAL-COMPLAINT,201306884,300,10TH ST NW,CPD ,2013-11-21T00:00:00.000Z,0803
7835,ASSAULT-SIMPLE,201306885,1200,MERIWETHER ST,CPD ,2013-11-20T00:00:00.000Z,1531
7836,LARCENY-THEFT FROM BUILDING,201306886,200,E JEFFERSON ST,CPD ,2013-11-20T00:00:00.000Z,1651
7837,TOWED VEHICLE,201306887,500,W MAIN ST,CPD ,2013-11-20T00:00:00.000Z,1649
7838,LARCENY-ALL OTHER LARCENY,201306888,1000,ELLIOT AVE,CPD ,2013-11-20T00:00:00.000Z,1610
7839,PROPERTY-FOUND/RECOVERED,201306889,300,15TH ST NW,CPD ,2013-11-20T00:00:00.000Z,1521
7840,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306891,200,STRIBLING AVE,CPD ,2013-11-20T00:00:00.000Z,2144
7841,LARCENY-THEFT FROM MOTOR VEHICLE,201306892,1600,ROSE HILL DR,CPD ,2013-11-20T00:00:00.000Z,2329
7842,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306893,100,FONTAIN AVE,CPD ,2013-11-20T00:00:00.000Z,2350
7843,PHONE CALLS-THREATENING OR OBSCENE,201306894,1500,ROSE TERRACE,CPD ,2013-11-20T00:00:00.000Z,2348
7844,BURGLARY/BREAKING AND ENTERING,201306895,1100,EMMET ST N,CPD ,2013-11-21T00:00:00.000Z,0246
7845,LARCENY-ALL OTHER LARCENY,201306898,800,HARDY DR,CPD ,2013-11-21T00:00:00.000Z,0924
7846,LITTERING/ILLEGAL TRASH DUMPING,201306899,500,CLEVELAND AVE,CPD ,2013-11-21T00:00:00.000Z,0924
7847,TOWED VEHICLE,201306900,700,RIDGE ST,CPD ,2013-11-21T00:00:00.000Z,1004
7848,TRAFFIC-HIT AND RUN,201306901,200,W WATER ST,CPD ,2013-11-21T00:00:00.000Z,1057
7849,ASSAULT-SIMPLE,201306902,100,BURNET ST,CPD ,2013-11-21T00:00:00.000Z,0952
7850,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306903,1200,WERTLAND ST,CPD ,2013-11-21T00:00:00.000Z,1114
7851,LARCENY-ALL OTHER LARCENY,201306904,1000,WERTLAND ST,CPD ,2013-11-21T00:00:00.000Z,1115
7852,TOWED VEHICLE,201306905,900,WEST ST,CPD ,2013-11-21T00:00:00.000Z,1147
7853,ASSIST CITIZEN-MENTAL/TDO/ECO,201306906,1400,SHORT 18TH ST,CPD ,2013-11-21T00:00:00.000Z,1212
7854,ANIMAL-COMPLAINT,201306907,400,QUARRY RD,CPD ,2013-11-21T13:55:00.000Z,1355
7855,TOWED VEHICLE,201306908,400,2ND ST SE,CPD ,2013-11-21T00:00:00.000Z,1540
7856,PROPERTY-FOUND/RECOVERED,201306909,100,5TH ST NE,CPD ,2013-11-21T00:00:00.000Z,1540
7857,STOLEN PROPERTY OFFENSES,201306910,1600,EMMET ST,CPD ,2013-11-21T00:00:00.000Z,1645
7858,DRUG/NARCOTIC VIOLATION,201306911,1600,EMMET ST,CPD ,2013-11-21T00:00:00.000Z,2025
7859,RUNAWAY,201306912,200,HARTMANS MILL RD,CPD ,2013-11-21T00:00:00.000Z,1945
7860,TRESPASS ON REAL PROPERTY,201306913,800,HARDY DR,CPD ,2013-11-21T00:00:00.000Z,2041
7861,MISSING PERSON-JUVENILE,201306915,400,GARRETT ST,CPD ,2013-11-21T00:00:00.000Z,2210
7862,FRAUD-WIRE FRAUD,201306916,2000,IVY RD,CPD ,2013-11-21T00:00:00.000Z,2208
7863,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201306917,2400,JEFFERSON PARK AVE,CPD ,2013-11-21T00:00:00.000Z,2306
7864,SUSPICIOUS CIRCUMSTANCES-SITUATION/PERSON/VEHICLE,201306918,1100,EMMET ST N,CPD ,2013-11-21T00:00:00.000Z,2336
7865,COUNTERFEITING/FORGERY,201306919,100,14TH ST NW,CPD ,2013-11-22T00:00:00.000Z,1827
7866,ROBBERY,201306920,700,PROSPECT AVE,CPD ,2013-11-22T00:00:00.000Z,0215
7867,TRAFFIC-HIT AND RUN,201306921,800,HARDY DR,CPD ,2013-11-22T00:00:00.000Z,0857
7868,DOA,201306923,600,12TH ST NW,CPD ,2013-11-22T00:00:00.000Z,0957
7869,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306925,1500,GRADY AVE,CPD ,2013-11-22T00:00:00.000Z,1202
7870,ASSIST AGENCY-BACKUP/ASSISTANCE,201306926,1100,E JEFFERSON ST,CPD ,2013-11-22T00:00:00.000Z,1630
7871,DRUG/NARCOTIC VIOLATION,201306927,1100,EMMET ST N,CPD ,2013-11-22T00:00:00.000Z,1515
7872,LARCENY-THEFT FROM MOTOR VEHICLE,201306930,1300,ROSE HILL DR,CPD ,2013-11-22T00:00:00.000Z,1412
7873,TOWED VEHICLE,201306932,100,W WATER ST,CPD ,2013-11-22T00:00:00.000Z,1730
7874,TRAFFIC-HIT AND RUN,201306933,2100,MICHIE DR,CPD ,2013-11-22T00:00:00.000Z,1953
7875,ASSAULT-INTIMIDATION,201306934,200,WATER ST,CPD ,2013-11-22T00:00:00.000Z,2112
7876,TRAFFIC STOPS,201306935,200,8TH ST NW,CPD ,2013-11-22T00:00:00.000Z,2140
7877,PROPERTY-FOUND/RECOVERED,201306936,900,EMMET ST N,CPD ,2013-11-23T00:00:00.000Z,0037
7878,PROPERTY-FOUND/RECOVERED,201306937,100,14TH ST NW,CPD ,2013-11-23T00:00:00.000Z,0128
7879,TOWED VEHICLE,201306938,200,1ST ST S,CPD ,2013-11-23T00:00:00.000Z,0501
7880,TOWED VEHICLE,201306939,200,WATER ST,CPD ,2013-11-23T00:00:00.000Z,0501
7881,PROPERTY-LOST,201306940,500,1ST ST S,CPD ,2013-11-23T00:00:00.000Z,1028
7882,ANIMAL-COMPLAINT,201306941,600,LOCUST AVE,CPD ,2013-11-23T00:00:00.000Z,1501
7883,FRAUD-FALSE PRETENSES/SWINDLE/CONFIDENCE GAME,201306942,1100,5TH ST SW,CPD ,2013-11-23T00:00:00.000Z,1512
7884,DRUG/NARCOTIC VIOLATION,201306943,1600,MERIDIAN ST,CPD ,2013-11-23T20:45:00.000Z,2045
7885,VANDALISM/DAMAGE/DESTRUCTION OF PROPERTY,201306944,1300,WERTLAND ST,CPD ,2013-11-23T00:00:00.000Z,1847
7886,LARCENY-THEFT FROM MOTOR VEHICLE,201306945,100,GARRETT ST,CPD ,2013-11-24T00:00:00.000Z,0027
